,service_type,p-value,direction
2022,Preparing for a Disaster,0.3355612778654228,-0.07142857142857142
2023,Copper Parking Meter,0.3355612778654228,-0.07142857142857142
2024,Comprehensive Annual Financial Report (CAFR),0.3355612778654228,-0.07142857142857142
2025,Verification Needed to Apply for Income Support Programs,0.3355612778654228,-0.14285714285714285
2026,Obligations Under the Moderately Priced Dwelling Unit (MPDU) Program Once Mortgage is Paid Off,0.3355612778654228,-0.14285714285714285
2027,Appointment Policy at the Family Justice Center,0.3355612778654228,-0.07142857142857142
2028,Alcohol Violations,0.3355612778654228,-0.07142857142857142
2029,County Employee Advised to Call MC311 by Supervisor - NO KBA,0.3355612778654228,-0.07142857142857142
2030,Speakers List or Testimony for a Council Hearing,0.3355612778654228,-0.07142857142857142
2031,County Snow Web Page Shows Street or Sidewalk is Not County Maintained,0.3355612778654228,-0.07142857142857142
2032,Ride On Social Media Sites,0.3355612778654228,-0.07142857142857142
2033,Standards for Awarding Procurement Contract,0.3355612778654228,-0.07142857142857142
2034,License Questions,0.3355612778654228,-0.07142857142857142
2035,"Television, Radio and Social Media Notifications",0.3355612778654228,-0.07142857142857142
2036,Fire Code Compliance Inspection Scheduling Request,0.3355612778654228,-9.571428571428571
2037,Recovery of Tenant's Personal Items from a Landlord,0.3355612778654228,-0.07142857142857142
2038,Woodmont Triangle Action Group,0.3355612778654228,-0.07142857142857142
2039,Booster Seat Information,0.3355612778654228,-0.07142857142857142
2040,Safety of Local Stream Water for Contact or Consumption,0.3355612778654228,-0.07142857142857142
2041,Department of Permitting Services Newsletter -  Constructive Comments,0.3355612778654228,-0.07142857142857142
2042,INTERNAL Foilage Work Orders,0.3355612778654228,-0.2857142857142857
2043,Food Assistance Resource Directory,0.3355612778654228,-0.14285714285714285
2044,Survivor Dependent Eligibility after Death of Retiree,0.3355612778654228,-0.07142857142857142
2045,Eastern Tent Caterpillars,0.3355612778654228,-0.07142857142857142
2046,Rape,0.3355612778654228,-0.07142857142857142
2047,Section 8 New Construction,0.3355612778654228,-0.07142857142857142
2048,Call-n-Ride Explanation or Definition,0.3355612778654228,-0.07142857142857142
2049,Transit Public Forum,0.3355612778654228,-0.07142857142857142
2050,Adoption Inspection Request by Fire Rescue Service (FRS),0.3355612778654228,-0.2857142857142857
2051,Wireless Emergency Alert (WEA) System Test,0.3355612778654228,-0.07142857142857142
2052,Understanding Status Definitions in iStore,0.3355612778654228,-0.14285714285714285
2053,Service Increments Fiscal Year 2018,0.3355612778654228,-0.07142857142857142
2054,Stormwater Facility Maintenance Training,0.3355612778654228,-0.07142857142857142
2055,Complaint Regarding the Solicitation Practices of a Charitable Organization,0.3355612778654228,-0.07142857142857142
2056,Montgomery County Public Schools Budget,0.3355612778654228,-0.07142857142857142
2057,Forgot OHR Training Password,0.3355612778654228,-0.07142857142857142
2058,Wheaton Redevelopment Issues,0.3355612778654228,-0.07142857142857142
2059,Driving Directions to a Program Site,0.3355612778654228,-0.07142857142857142
2060,Town of Oakmont,0.3355612778654228,-0.07142857142857142
2061,Street Outreach Network (SON) Youth Violence Prevention Program Goals,0.3355612778654228,-0.07142857142857142
2062,Citizenship Requirement for Employment with the Department of Corrections,0.3355612778654228,-0.07142857142857142
2063,Welcome Back Program for Licensure of Foreign Trained Health Professionals,0.3355612778654228,-0.14285714285714285
2064,Municipal Elections,0.3355612778654228,-0.14285714285714285
2065,Shooting/Shots Fired,0.3355612778654228,-0.07142857142857142
2066,AccessMCG (MCERP) - Unable to Change Maryland Tax Withholdings Online,0.3355612778654228,-0.07142857142857142
2067,Parking Restrictions during WMATA Safetrack,0.3355612778654228,-0.07142857142857142
2068,View Pending Items in iStore,0.3355612778654228,-0.07142857142857142
2069,New Resident Eligibility to Vote on Election Day in Montgomery County,0.3355612778654228,-0.14285714285714285
2070,Request for Specific Consumer Protection Investigator,0.3355612778654228,-0.07142857142857142
2071,M-NCPPC Indoor Tennis,0.3355612778654228,-0.07142857142857142
2072,Contact Income Supports Case Manager for Calhoun District Office 154,0.3355612778654228,-0.14285714285714285
2073,Need for Literature in Braille Related to Montgomery County Program,0.3355612778654228,-0.07142857142857142
2074,Tree Roots Damaging Adjoining Property,0.3355612778654228,-0.07142857142857142
2075,Emergency Preparedness for People with Access and Functional Needs,0.3355612778654228,-0.07142857142857142
2076,Penalty for Noncompliance With the Ethics Law,0.3355612778654228,-0.07142857142857142
2077,Wheaton Urban District Advisory Committee Meetings,0.3355612778654228,-0.07142857142857142
2078,Call-n-Ride Reorder Date to Add Value to Swipe Card,0.3355612778654228,-0.07142857142857142
2079,Participating Agency ID Reset Information,0.3355612778654228,-0.14285714285714285
2080,Ride On  Federal Government Employee Ride Free,0.3355612778654228,-0.07142857142857142
2081,Open Solicitations,0.3355612778654228,-0.07142857142857142
2082,Cost for Legal Services at the Family Justice Center,0.3355612778654228,-0.07142857142857142
2083,Silver Parking Meter,0.3355612778654228,-0.07142857142857142
2084,Sky 911,0.3355612778654228,-0.07142857142857142
2085,Energy Conservation Devices Description,0.3355612778654228,-0.07142857142857142
2086,Compensation for Victim of Hate Violence,0.3355612778654228,-0.07142857142857142
2087,Fee for Construction Solicitations,0.3355612778654228,-0.07142857142857142
2088,DOT Current Project Newsletters,0.3355612778654228,-0.07142857142857142
2089,"Conflicts Between the ""Guide to Recreation and Parks"" and the Recreation Website",0.3355612778654228,-0.07142857142857142
2090,Participating Agency Employee - Open Enrollment Confirmation of Changes,0.3355612778654228,-0.07142857142857142
2091,Right to Cancel a Contract,0.3355612778654228,-0.07142857142857142
2092,Obtain Free Solicitation,0.3355612778654228,-0.07142857142857142
2093,Lighten the Load with DEP and Safeway,0.3355612778654228,-0.07142857142857142
2094,Call-n-Ride Transportation Cost,0.3355612778654228,-0.07142857142857142
2095,Obtain Licensee Receipts or Invoice - DLC Retail Stores,0.3355612778654228,-0.07142857142857142
2096,Office of Legislative Oversight Intern Program,0.3355612778654228,-0.07142857142857142
2097,Retiree - Group Insurance 2019 Final Confirmation Statement Error,0.3355612778654228,-0.07142857142857142
2098,Family Unification Program,0.3355612778654228,-0.07142857142857142
2099,M-NCPPC Pauline Betz Addie Tennis Center,0.3355612778654228,-0.07142857142857142
2100,Eligibility for Services at the Family Justice Center,0.3355612778654228,-0.07142857142857142
2101,Montgomery County Financial Spending Disclosure,0.3355612778654228,-0.07142857142857142
2102,Signs Restricted From Display,0.3355612778654228,-0.07142857142857142
2103,Licensee Requesting a Catering Privilege Permit,0.3355612778654228,-0.07142857142857142
2104,Building Energy Benchmarking - Montgomery County Building ID (MBID) Number,0.3355612778654228,-0.07142857142857142
2105,DLC Verification of County Employment,0.3355612778654228,-0.14285714285714285
2106,Suing in court and filing a complaint with Office of Human Rights at the same time,0.3355612778654228,-0.07142857142857142
2107,Salary Continuation Benefit for Worker's Compensation Disability Leave Defined,0.3355612778654228,-0.07142857142857142
2108,Free Income Tax Assistance Tax Year 2017,0.3355612778654228,-0.7857142857142857
2109,Annual Rental Facility Survey Regarding Disability Accommodations and Racial/Ethnic Composition,0.3355612778654228,-0.07142857142857142
2110,Request for the Director of Human Resources to Attend or Speak at an Event,0.3355612778654228,-0.07142857142857142
2111,Resource Recovery Facility (RRF) Questions,0.3355612778654228,-0.07142857142857142
2112,Ride On Fare Weekly Bus Pass Now Available on SmartTrip,0.3355612778654228,-0.07142857142857142
2113,Problems Registering or Availability of Swim Lessons,0.3355612778654228,-0.07142857142857142
2114,How a Bill Becomes Law in County,0.3355612778654228,-0.07142857142857142
2115,Missed Community Use of Public Facilities Reservation Window,0.3355612778654228,-0.07142857142857142
2116,Employee - Full Scope Temporary Employee Definition,0.3355612778654228,-0.07142857142857142
2117,"Typical Commission for Women (CFW) Priorities, Programs, Projects or Issues",0.3355612778654228,-0.07142857142857142
2118,Baltimore Symphony Orchestra at Strathmore,0.3355612778654228,-0.14285714285714285
2119,Obtain County or State Flag,0.3355612778654228,-0.07142857142857142
2120,Wheaton Events,0.3355612778654228,-0.07142857142857142
2121,Situations Requiring a Journeyman Electrician's License,0.3355612778654228,-0.07142857142857142
2122,Christmas Tree or Seasonal Sales,0.3355612778654228,-0.07142857142857142
2123,How to Obtain a Copy of or Information About an Executive Regulation,0.3355612778654228,-0.14285714285714285
2124,Mail Received from Board Of Elections for Person Not at Labeled Address,0.3355612778654228,-0.07142857142857142
2125,Same Day (For Use by Recycling & Refuse Services Staff Only),0.3355612778654228,-9.0
2126,Weapons,0.3355612778654228,-0.07142857142857142
2127,Basis for Awarding Procurement Contract,0.3355612778654228,-0.07142857142857142
2128,Receipt and Status of Renewable Energy Devises Tax Credit Application,0.3355612778654228,-0.07142857142857142
2129,Concrete Types used by the County,0.3355612778654228,-0.07142857142857142
2130,Transferring a Housing Opportunities Commission Voucher From Another Jurisdiction,0.3355612778654228,-0.07142857142857142
2131,Childcare - Bid Process,0.3355612778654228,-0.07142857142857142
2132,M-NCPPC Event Centers,0.3355612778654228,-0.07142857142857142
2133,Supplier Calling Regarding ABS Invoice - Payable,0.3355612778654228,-0.07142857142857142
2134,DTS Cable Office Staff Compliment,0.3355612778654228,-0.07142857142857142
2135,Supplier Wants to Delist an Item,0.3355612778654228,-0.07142857142857142
2136,Licensee Pricing at DLC Retail Store,0.3355612778654228,-0.07142857142857142
2137,Pre-Trial calls from Department of Corrections and Rehabilitation to a Place of Employment,0.3355612778654228,-0.07142857142857142
2138,Rock Spring Business Park Free Express Bus Service From Grosvenor Metro,0.3355612778654228,-0.07142857142857142
2139,"Rock Spring Express Bus Discontinued Effective May 10, 2019.",0.3355612778654228,-0.14285714285714285
2140,"Report a Problem with an Access Ramp in a in a Privately Owned Condominium, or Need for Access Ramp",0.3355612778654228,-0.07142857142857142
2141,Deadline to Deliver Money to the Correctional Facility Commissary,0.3355612778654228,-0.07142857142857142
2142,Permit Requirements for Political Signs in Public Right-of-Way,0.3355612778654228,-0.07142857142857142
2143,Wait Time For a Car Seat Appointment,0.3355612778654228,-0.07142857142857142
2144,Print Application,0.3355612778654228,-0.07142857142857142
2145,Wheaton Downtown Revitalization Project - Bus Route Changes Starting December 17,0.3355612778654228,-0.07142857142857142
2146,Technology Assistance for Election Judges,0.3355612778654228,-0.07142857142857142
2147,September is National Preparedness Month,0.3355612778654228,-0.07142857142857142
2148,Process to Accommodate an Employee's Request to Return to Work on Light Duty,0.3355612778654228,-0.07142857142857142
2149,Employee - Virgin Pulse Program County Incentives,0.3355612778654228,-0.07142857142857142
2150,New Jobs Tax Credit Calculation,0.3355612778654228,-0.07142857142857142
2151,Snow Emergency Declared Guideline,0.3355612778654228,-0.14285714285714285
2152,Regional Service Centers Reservation Window - When to Submit an Application,0.3355612778654228,-0.07142857142857142
2153,ACH Notifications,0.3355612778654228,-0.07142857142857142
2154,Condominium or Homeowners Association Lien Placed on Property,0.3355612778654228,-0.07142857142857142
2155,Victim Services within Department of Corrections and Rehabilitation (DOCR),0.3355612778654228,-0.07142857142857142
2156,Residential Real Property Tax Deferral Interest Accrual Rate,0.3355612778654228,-0.07142857142857142
2157,Length of the County Executive's Term,0.3355612778654228,-0.07142857142857142
2158,Hurricanes,0.3355612778654228,-0.14285714285714285
2159,Health Care Eligibility Unit Request for Back Office Response,0.3355612778654228,-0.07142857142857142
2160,Office of the People's Counsel (OPC),0.3355612778654228,-0.07142857142857142
2161,Participating Agency Employee - Form 1095-C,0.3355612778654228,-0.07142857142857142
2162,Date Rape,0.3355612778654228,-0.07142857142857142
2163,Family Medicaid Appeal Process - All Three MAGI Units (formerly the SEUs),0.3355612778654228,-0.07142857142857142
2164,New Product Listing DLC stores,0.3355612778654228,-0.07142857142857142
2165,Estimated time to Complete a Background Check for Employment in the Department of Corrections and Rehabilitation,0.3355612778654228,-0.07142857142857142
2166,County Space Available for Community Use,0.3355612778654228,-0.14285714285714285
2167,Rude or Impolite Liquor Store Clerk,0.3355612778654228,-0.07142857142857142
2168,Seasonal Employment Opportunities at the Department of Recreation,0.3355612778654228,-0.07142857142857142
2169,Overdose,0.3355612778654228,-0.07142857142857142
2170,Where to Park with Parking Convenience Sticker,0.3355612778654228,-0.07142857142857142
2171,General Information About the Ethics Commission,0.3355612778654228,-0.07142857142857142
2172,DLC Delivery Truck Damaged Property,0.3355612778654228,-0.07142857142857142
2173,How to Become a Contractor for the Single Family Rehabilitation Loan Program,0.3355612778654228,-0.07142857142857142
